timestamp,operation,url,target,text,u_id
1.44495E+12,target_clicked,http://stackoverflow.com/questions/10638549/3-way-mergesort,[object HTMLPreElement],"
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge%20sort,http://stackoverflow.com/questions/680541/quick-sort-vs-merge-sort?s=1|4.8123,"         Q: Quick Sort Vs Merge Sort [duplicate]
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge%20sort,[object HTMLDivElement],"
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge%20sort,http://stackoverflow.com/questions/2571049/how-to-sort-in-place-using-the-merge-sort-algorithm?s=2|4.1256,"         Q: How to sort in-place using the merge sort algorithm? 
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/questions/2571049/how-to-sort-in-place-using-the-merge-sort-algorithm,https://github.com/liuxinyu95/AlgoXY/blob/algoxy/sorting/merge-sort/src/mergesort.c,"https://github.com/liuxinyu95/AlgoXY/blob/algoxy/sorting/merge-sort/src/mergesort.c
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=sort%203%20arrays,http://stackoverflow.com/questions/26695133/how-to-sort-3-arrays-together-in-c?s=1|2.5442,"         Q: how to sort 3 arrays together in C 
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=sort%203%20arrays,http://stackoverflow.com/questions/2939622/need-to-sort-3-arrays-by-one-key-array?s=2|2.3618,"         Q: Need to sort 3 arrays by one key array 
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=sort%203%20arrays,http://stackoverflow.com/questions/21743537/merge-sorting-3-sorted-arrays?s=6|1.5956,"         Q: Merge Sorting 3 Sorted Arrays 
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=sort%203%20arrays,[object HTMLInputElement],"
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=sort%203%20arrays,[object HTMLInputElement],"
",A0042
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=sort+then+merge,http://stackoverflow.com/questions/15924572/is-it-faster-to-merge-and-then-sort-or-sort-and-then-merge?s=2|1.5292,"         Q: Is it faster to merge and then sort, or sort and then merge? 
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,http://www.bildites.lv/viewer.php?file=vklfhvfdfpwpcxllfqv.png,"http://www.bildites.lv/viewer.php?file=vklfhvfdfpwpcxllfqv.png
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,http://www.bildites.lv/viewer.php?file=vklfhvfdfpwpcxllfqv.png,"http://www.bildites.lv/viewer.php?file=vklfhvfdfpwpcxllfqv.png
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,[object HTMLParagraphElement],"
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,http://www.bildites.lv/viewer.php?file=bvbrp4qfx2krn9bkx30j.png,"http://www.bildites.lv/viewer.php?file=bvbrp4qfx2krn9bkx30j.png
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,http://www.bildites.lv/viewer.php?file=bvbrp4qfx2krn9bkx30j.png,"http://www.bildites.lv/viewer.php?file=bvbrp4qfx2krn9bkx30j.png
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,[object HTMLPreElement],"
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,[object HTMLPreElement],"
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,[object HTMLSpanElement]," javax
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,[object HTMLPreElement],"
",A0042
1.44551E+12,target_clicked,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,[object HTMLDivElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/14999392/count-button-clicks,[object HTMLElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/14999392/count-button-clicks,[object HTMLSpanElement]," java
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLPreElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLPreElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLPreElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLPreElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLTableRowElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLTableCellElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,[object HTMLPreElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/14999392/count-button-clicks,[object HTMLPreElement],"
",A0042
1.44552E+12,target_clicked,http://stackoverflow.com/questions/14999392/count-button-clicks,[object HTMLPreElement],"
",A0042
1.44773E+12,target_clicked,http://stackoverflow.com/questions/17912041/java-swing-imageicon-where-to-put-images,[object HTMLDivElement],"
",A0042
1.44773E+12,target_clicked,http://stackoverflow.com/questions/11626307/how-to-save-java-swing-imageicon-image-to-file,[object HTMLPreElement],"
",A0042
1.44773E+12,target_clicked,http://stackoverflow.com/questions/11626307/how-to-save-java-swing-imageicon-image-to-file,[object HTMLPreElement],"
",A0042
1.44677E+12,target_clicked,http://stackoverflow.com/search?q=How%20do%20I%20make%20an%20array?,http://stackoverflow.com/questions/25410679/how-do-i-make-an-array-parameter-in-java?s=5|1.4664,"         Q: How do I make an array parameter in java? 
",A0034
1.44677E+12,target_clicked,http://stackoverflow.com/search?q=How%20do%20I%20make%20an%20array?,https://stackoverflow.com/users/login?ssrc=head&returnurl=http%3a%2f%2fstackoverflow.com%2fsearch%3fq%3dhow%2520do%2520i%2520make%2520an%2520array%3f,"log in
",A0034
1.4478E+12,target_clicked,http://stackoverflow.com/search?q=find%20minimum,[object HTMLDivElement],"
",A0034
1.4478E+12,target_clicked,http://stackoverflow.com/search?q=find%20minimum,[object HTMLInputElement],"
",A0034
1.4478E+12,target_clicked,http://stackoverflow.com/search?q=find%20minimum,[object HTMLInputElement],"
",A0034
1.4478E+12,target_clicked,http://stackoverflow.com/search?q=find+minimum+integer,http://stackoverflow.com/questions/12651232/find-minimum-values-among-the-5-integers?s=2|1.5354,"         Q: Find minimum values among the 5 integers? 
",A0034
1.44107E+12,target_clicked,http://stackoverflow.com/search?q=why%20do%20we%20need%20static%20functions&s=bb73bbd3-1db8-4a3a-bf54-fb65e124495a,http://stackoverflow.com/questions/18267013/when-is-necessary-to-use-static-methods?s=7|0.2932,"         Q: When is necessary to use static methods? 
",A0041
1.44108E+12,target_clicked,http://stackoverflow.com/questions/18267013/when-is-necessary-to-use-static-methods,[object HTMLInputElement],"
",A0041
1.44108E+12,target_clicked,http://stackoverflow.com/search?q=java+static+method&s=97f75262-7abe-4361-b097-606611ed5633,http://stackoverflow.com/questions/8253109/java-static-method?s=2|3.5559,"         Q: Java static method 
",A0041
1.44139E+12,target_clicked,http://stackoverflow.com/search?q=constructors%20java&s=c64e26ef-d325-461c-b9f2-ce1673c134d3,http://stackoverflow.com/questions/3859356/constructors-java?s=1|3.6008,"         Q: constructors (java) 
",A0041
1.44139E+12,target_clicked,http://stackoverflow.com/search?q=tostring&s=e5778208-ce09-4fec-adfe-10acd9d84604,[object HTMLInputElement],"
",A0041
1.44139E+12,target_clicked,http://stackoverflow.com/search?q=tostring&s=e5778208-ce09-4fec-adfe-10acd9d84604,[object HTMLInputElement],"
",A0041
1.44139E+12,target_clicked,http://stackoverflow.com/search?q=tostring+java,http://stackoverflow.com/questions/14688881/tostring-java?s=1|3.4948,"         Q: toString(); java [closed]
",A0041
1.44139E+12,target_clicked,http://stackoverflow.com/questions/14688881/tostring-java,[object HTMLTableCellElement],"
",A0041
1.44237E+12,target_clicked,http://stackoverflow.com/search?q=protected%20keyword&s=39c56086-1c51-44ff-97c1-d9885ab128d4,http://stackoverflow.com/questions/5462759/protected-keyword?s=1|4.5678,"         Q: protected keyword 
",A0041
1.44237E+12,target_clicked,http://stackoverflow.com/questions/5707626/trying-to-get-a-hand-on-inheritance-and-super,[object HTMLDivElement],"
",A0041
1.44291E+12,target_clicked,http://stackoverflow.com/search?q=type%20conversions&s=4f68c3d7-f9a3-43c4-9abd-e4eb5aa2274d,[object HTMLInputElement],"
",A0041
1.44291E+12,target_clicked,http://stackoverflow.com/search?q=type%20conversions&s=4f68c3d7-f9a3-43c4-9abd-e4eb5aa2274d,[object HTMLInputElement],"
",A0041
1.44291E+12,target_clicked,http://stackoverflow.com/search?q=type+conversions+java,[object HTMLInputElement],"
",A0041
1.44291E+12,target_clicked,http://stackoverflow.com/search?q=type+conversions+java,[object HTMLInputElement],"
",A0041
1.44291E+12,target_clicked,http://stackoverflow.com/search?q=type+conversions+java+int+double+string,http://stackoverflow.com/questions/24606986/type-conversion-in-java-double-double/24607191?s=1|0.2024#24607191,"         A: Type conversion in Java (Double / double)
",A0041
1.44291E+12,target_clicked,http://stackoverflow.com/search?q=generic%20data%20types%20java&s=4ccdac74-c5ca-49a3-b7c8-03f8eb7a5763,http://stackoverflow.com/questions/24047923/java-generic-data-type?s=1|2.4243,"         Q: Java generic data type 
",A0041
1.44367E+12,target_clicked,http://stackoverflow.com/questions/12778363/jtextarea-with-a-title,[object HTMLElement],"JTextPane
",A0041
1.44373E+12,target_clicked,http://stackoverflow.com/questions/9358660/display-jframe-inside-jpanel-in-java,http://docs.oracle.com/javase/tutorial/uiswing/components/internalframe.html,"http://docs.oracle.com/javase/tutorial/uiswing/components/internalframe.html
",A0041
1.44373E+12,target_clicked,http://stackoverflow.com/questions/5487615/changing-the-jframe-title,[object HTMLTableCellElement],"
",A0041
1.44373E+12,target_clicked,http://stackoverflow.com/questions/5487615/changing-the-jframe-title,[object HTMLPreElement],"
",A0041
1.44373E+12,target_clicked,http://stackoverflow.com/questions/5487615/changing-the-jframe-title,[object HTMLDivElement],"
",A0041
1.44367E+12,target_clicked,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,[object HTMLSpanElement],"setPreferredSize
",A0041
1.44367E+12,target_clicked,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,[object HTMLSpanElement],"setPreferredSize
",A0041
1.44367E+12,target_clicked,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,[object HTMLSpanElement],"setPreferredSize
",A0041
1.44367E+12,target_clicked,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,[object HTMLSpanElement],"setPreferredSize
",A0041
1.44367E+12,target_clicked,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,[object HTMLSpanElement],"setPreferredSize
",A0041
1.44373E+12,target_clicked,http://stackoverflow.com/questions/11428573/write-a-string-on-a-jpanel-centered,[object HTMLParagraphElement],"
",A0041
1.44374E+12,target_clicked,http://stackoverflow.com/questions/2055437/best-way-to-add-a-string-in-a-jframe,[object HTMLTableCellElement],"
",A0041
1.44374E+12,target_clicked,http://stackoverflow.com/questions/2055437/best-way-to-add-a-string-in-a-jframe,[object HTMLTableCellElement],"
",A0041
1.44374E+12,target_clicked,http://stackoverflow.com/questions/3203297/throws-or-trycatch,[object HTMLDivElement],"
",A0041
1.44385E+12,target_clicked,http://stackoverflow.com/questions/20099397/how-to-copy-an-item-from-jlist-to-another,[object HTMLDivElement],"
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/20099397/how-to-copy-an-item-from-jlist-to-another,[object HTMLParagraphElement],"But the problem is  if I select the same item and click the button the item will be shown twice and this is no expected. 
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/17511518/how-to-align-jlabel-to-the-left-of-the-jpanel,[object HTMLDivElement],"
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/17511518/how-to-align-jlabel-to-the-left-of-the-jpanel,[object HTMLDivElement],"
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/14926236/how-can-i-align-elements-in-jpanels-jframes,[object HTMLDivElement],"
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/11992434/how-to-get-items-from-jlist-only-when-items-are-selected,[object HTMLPreElement],"
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/11992434/how-to-get-items-from-jlist-only-when-items-are-selected,[object HTMLDivElement],"
",A0041
1.44386E+12,target_clicked,http://stackoverflow.com/questions/11992434/how-to-get-items-from-jlist-only-when-items-are-selected,[object HTMLParagraphElement],"Initially, disable JButton. Then, provide your JList with ListSelectionListener; inside this event handler, check if the selection is made (at least one item selected). If it is - enable JButton; otherwise disable it. This way you will prevent execution of ActionEvent handler of JButton if no item is selected, which is what you want (I suppose). Suppose your JList is lstChoices, and your JButton is btnSubmit. This should do the above mentioned:
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/questions/7869911/java-math-function-to-convert-positive-int-to-negative-and-negative-to-positive,[object HTMLDivElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=jradiobutton%20default%20selection,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=return+array+function,http://stackoverflow.com/questions/23928618/return-array-in-function?s=1|2.0327,"         Q: return array in function 
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/questions/23928618/return-array-in-function,[object HTMLPreElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=return+array+function,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=return+array+function,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=return+array+function+java,http://stackoverflow.com/questions/16035909/return-variable-and-array-from-function-java?s=1|1.2157,"         Q: Return variable and array from function java 
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=return+array+function+java,http://stackoverflow.com/questions/26398195/recursive-return-array-of-bytes-in-java-function?s=2|0.9438,"         Q: Recursive return array of bytes in Java function 
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=return+array+function+java,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+arrays,http://stackoverflow.com/questions/30200143/formula-algorithm-to-merge-and-sort-arrays-into-one?s=2|2.1932,"         Q: Formula/algorithm to merge and sort arrays into one 
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+arrays,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+arrays,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+array+numbers,http://stackoverflow.com/questions/21154046/merge-and-sort-an-array-of-numbers-in-numerical-order-javascript?s=1|1.9815,"         Q: Merge and sort an array of numbers in numerical order - javascript 
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+array+numbers,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+array+numbers,[object HTMLInputElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge+and+sort+array+numbers+java,http://stackoverflow.com/questions/22275513/merging-and-sorting-in-java-in-a-more-efficient-way?s=1|0.3798,"         Q: merging and sorting in Java in a more efficient way 
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/questions/10638549/3-way-mergesort,[object HTMLPreElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/questions/10638549/3-way-mergesort,[object HTMLPreElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/questions/10425953/how-to-read-numbers-separated-by-space-using-scanf,[object HTMLParagraphElement],"
",A0041
1.44495E+12,target_clicked,http://stackoverflow.com/questions/14333681/java-how-to-read-integers-seperated-by-a-space-into-an-array,[object HTMLPreElement],"
",A0041
1.44651E+12,target_clicked,http://stackoverflow.com/questions/24666805/java-only-read-first-line-of-a-file,[object HTMLTableCellElement],"
",A0041
1.4474E+12,target_clicked,http://stackoverflow.com/questions/15958495/linked-lists-remove-element-at-an-index,[object HTMLDivElement],"
",A0041
1.4474E+12,target_clicked,http://stackoverflow.com/questions/15958495/linked-lists-remove-element-at-an-index,[object HTMLDivElement],"
",A0041
1.44741E+12,target_clicked,http://stackoverflow.com/questions/8162159/removing-duplicate-elements-from-a-linkedlist-in-java,[object HTMLSpanElement],"HashSet
",A0041
1.44774E+12,target_clicked,http://stackoverflow.com/questions/4419667/detect-enter-press-in-jtextfield,[object HTMLDivElement],"
",A0041
1.44791E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLDivElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement]," then keep popping             from the stack and appending to the output until either stack is 
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLPreElement],"
",A0041
1.44791E+12,target_clicked,http://stackoverflow.com/questions/2742198/java-operator-precedence-comparison,[object HTMLDivElement],"
",A0041
1.44791E+12,target_clicked,http://stackoverflow.com/questions/2742198/java-operator-precedence-comparison,[object HTMLDivElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/2742198/java-operator-precedence-comparison,[object HTMLSpanElement],"default
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/2742198/java-operator-precedence-comparison,[object HTMLSpanElement],"default
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLPreElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLPreElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLParagraphElement],"If you have a character you'll first need to convert it to a string before you can use a regular expression:
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLParagraphElement],"If you have a character you'll first need to convert it to a string before you can use a regular expression:
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLParagraphElement],"If you have a character you'll first need to convert it to a string before you can use a regular expression:
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLParagraphElement],"If you have a character you'll first need to convert it to a string before you can use a regular expression:
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLParagraphElement],"If you have a character you'll first need to convert it to a string before you can use a regular expression:
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLPreElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLSpanElement],"toString
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLSpanElement],"toString
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLSpanElement],"matches
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLSpanElement],"matches
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLSpanElement],"{
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLSpanElement],"{
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLPreElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLDivElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLDivElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,[object HTMLDivElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLElement],"
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement],"==
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement],"==
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement],"==
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement],"==
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement],"'*'
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLSpanElement],"'*'
",A0041
1.44792E+12,target_clicked,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,[object HTMLPreElement],"
",A0041
1.4406E+12,target_clicked,http://stackoverflow.com/search?q=while%20and%20if%20loops&s=641a6c31-987f-4c4b-8f0b-d1b3b4ef879a,http://stackoverflow.com/questions/18092928/java-looping-with-case-while-and-if-statements?s=5|0.9907,"         Q: java looping with case, while, and if statements 
",A0048
1.4406E+12,target_clicked,http://stackoverflow.com/search?q=users%20enter%20input%20into%20an%20array&s=96eecfa8-35a8-4cb6-bacf-321b859a9123,http://stackoverflow.com/questions/19061888/how-do-i-allow-a-user-to-input-strings-into-an-array-until-they-hit-enter-with-n?s=2|0.9094,"         Q: How do I allow a user to input strings into an array until they hit enter with no text input? 
",A0048
1.4406E+12,target_clicked,http://stackoverflow.com/search?q=users%20enter%20input%20into%20an%20array&s=96eecfa8-35a8-4cb6-bacf-321b859a9123,http://stackoverflow.com/questions/31197481/how-do-i-store-a-user-promptinput-into-an-array-and-retrieve-its-max-and-min?s=4|0.7185,"         Q: How do I store a user prompt(input) into an array and retrieve it's max and min value? 
",A0048
1.4406E+12,target_clicked,http://stackoverflow.com/search?q=users%20enter%20input%20into%20an%20array&s=96eecfa8-35a8-4cb6-bacf-321b859a9123,http://stackoverflow.com/questions/8217651/mips-assembly-simple-query-on-how-to-make-the-numbers-inputted-into-an-array?s=5|0.5093,"         Q: MIPS assembly - simple query on how to make the numbers inputted into an array 
",A0048
1.4406E+12,target_clicked,http://stackoverflow.com/search?q=users%20enter%20input%20into%20an%20array&s=96eecfa8-35a8-4cb6-bacf-321b859a9123,http://stackoverflow.com/questions/13115123/getting-an-array-to-stop-when-user-enters-1?s=7|0.3981,"         Q: Getting an array to stop when user enters Ã¢â‚¬Å“-1Ã¢â‚¬Âù 
",A0048
1.44061E+12,target_clicked,http://stackoverflow.com/search?q=how%20to%20add%20all%20positive%20integers%20entered&s=d0baa293-a4c8-456b-885e-cb2f43dbff21,http://stackoverflow.com/questions/26205203/adding-up-terms-working-with-for-loops?s=1|0.2324,"         Q: Adding up terms working with for loops 
",A0048
1.44061E+12,target_clicked,http://stackoverflow.com/search?q=how%20to%20add%20all%20positive%20integers%20entered&s=d0baa293-a4c8-456b-885e-cb2f43dbff21,[object HTMLInputElement],"
",A0048
1.44061E+12,target_clicked,http://stackoverflow.com/search?q=how%20to%20add%20all%20positive%20integers%20entered&s=d0baa293-a4c8-456b-885e-cb2f43dbff21,[object HTMLInputElement],"
",A0048
1.44373E+12,target_clicked,http://stackoverflow.com/questions/4976838/jlists-number-of-elements-in-the-list,[object HTMLPreElement],"
",A0048
1.44494E+12,target_clicked,http://stackoverflow.com/questions/16987727/removing-last-object-of-arraylist-in-java,[object HTMLPreElement],"
",A0048
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=merge%20sort,https://stackoverflow.com/users/login?ssrc=head&returnurl=http%3a%2f%2fstackoverflow.com%2fsearch%3fq%3dmerge%2520sort,"log in
",A0048
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=3=partition%20merge%20sort,[object HTMLInputElement],"
",A0048
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=3=partition%20merge%20sort,[object HTMLInputElement],"
",A0048
1.44495E+12,target_clicked,http://stackoverflow.com/search?q=3-partition+merge+sort,http://stackoverflow.com/questions/9543044/merge-sort-tree-like-structure?s=1|1.1252,"         Q: Merge sort tree like structure 
",A0048
1.44649E+12,target_clicked,http://stackoverflow.com/questions/367626/how-do-i-fix-the-expression-of-type-list-needs-unchecked-conversion,[object HTMLParagraphElement],"
",A0048
1.44677E+12,target_clicked,http://stackoverflow.com/questions/23927887/what-is-the-difference-between-getfirst-and-peekfirst-in-javas-linkedlist,[object HTMLDivElement],"
",A0048
1.442E+12,target_clicked,http://stackoverflow.com/search?q=convert%20string%20to%20int&s=36588bef-5211-48e1-8c53-7f4f19f6c3b5,http://stackoverflow.com/questions/5585779/converting-string-to-int-in-java?s=1|11.6894,"         Q: Converting String to Int in Java? 
",A0044
1.442E+12,target_clicked,http://stackoverflow.com/questions/5585779/converting-string-to-int-in-java,[object HTMLDivElement],"
",A0044
